Downloaded from: https://www.eea.europa.eu/en/analysis/indicators/water-abstraction-by-source-and/water-abstraction-by-economic-sector

Publisher ,European Environment Agency,EEA

Sources ,https://www.eea.europa.eu/en/datahub/datahubitem-view/a4324714-784a-4763-b8b9-b8939ead87fe?activeAccordion=1092906,European Environment Agency (EEA),"Waterbase - Water Quantity, 2023"
 ,https://ec.europa.eu/eurostat/databrowser/view/env_wat_abs/default/table?lang=en&category=env.env_wat.env_nwat,Eurostat - Statistical Office of the European Union (ESTAT),Annual freshwater abstraction by source and sector

Geographical coverage ,"Cyprus, Portugal, Spain, Malta, Denmark, Iceland, Switzerland, Sweden, Netherlands, Austria, Belgium, Germany, Luxembourg, Ireland, Türkiye, France, Liechtenstein, Slovakia, Czechia, Norway, Italy, Slovenia, Montenegro, Croatia, Bosnia and Herzegovina, Greece, Estonia, Latvia, Lithuania, Serbia, Finland, North Macedonia, Hungary, Bulgaria, Albania, Poland, Romania, Kosovo (UNSCR 1244/99)"

Temporal coverage ,"2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"

EIONET,countryCode,Country,phenomenonTimePeriod_year,Agriculture_Million m3,Construction_Million m3,Electricity cooling_Million m3,Manufacturing_Million m3,Mining and Quarrying_Million m3,Public water supply_Million m3,dataSource

EU,CZ,Czechia,2000,20.8,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2001,18.5,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2002,25.9,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2003,91.3,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2004,38,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2005,31.8,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2006,36.9,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2007,45.2,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2008,44.8,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2009,52.8,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2010,49.9,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2011,52.5,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2012,56.2,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2013,57,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2014,60.8,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2015,66.9,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2016,61.3,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2017,62.2,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2018,62.7,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2019,57.5,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2020,52,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2021,50,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2022,50,,,,,,WAT007 2000-2022
EU,CZ,Czechia,2023,44.1,,,,,,ESTAT env_wat_a
EU,CZ,Czechia,2000,,,,,3.1,,WAT007 2000-2022
EU,CZ,Czechia,2001,,,,,3.5,,WAT007 2000-2022
EU,CZ,Czechia,2002,,,,,36.2,,WAT007 2000-2022
EU,CZ,Czechia,2003,,,,,39.9,,WAT007 2000-2022
EU,CZ,Czechia,2004,,,,,37.9,,WAT007 2000-2022
EU,CZ,Czechia,2005,,,,,45.4,,WAT007 2000-2022
EU,CZ,Czechia,2006,,,,,45.4,,WAT007 2000-2022
EU,CZ,Czechia,2007,,,,,42.1,,WAT007 2000-2022
EU,CZ,Czechia,2008,,,,,42.5,,WAT007 2000-2022
EU,CZ,Czechia,2009,,,,,37.2,,WAT007 2000-2022
EU,CZ,Czechia,2010,,,,,38.5,,WAT007 2000-2022
EU,CZ,Czechia,2011,,,,,37.1,,WAT007 2000-2022
EU,CZ,Czechia,2012,,,,,36.2,,WAT007 2000-2022
EU,CZ,Czechia,2013,,,,,33.8,,WAT007 2000-2022
EU,CZ,Czechia,2014,,,,,34.6,,WAT007 2000-2022
EU,CZ,Czechia,2015,,,,,35.1,,WAT007 2000-2022
EU,CZ,Czechia,2016,,,,,33.2,,WAT007 2000-2022
EU,CZ,Czechia,2017,,,,,34.5,,WAT007 2000-2022
EU,CZ,Czechia,2018,,,,,33.6,,WAT007 2000-2022
EU,CZ,Czechia,2019,,,,,31.8,,WAT007 2000-2022
EU,CZ,Czechia,2020,,,,,28.6,,WAT007 2000-2022
EU,CZ,Czechia,2021,,,,,26.8,,WAT007 2000-2022
EU,CZ,Czechia,2022,,,,,25.8,,WAT007 2000-2022
EU,CZ,Czechia,2023,,,,,23.3,,ESTAT env_wat_a
EU,CZ,Czechia,2000,,,,370.3,,,WAT007 2000-2022
EU,CZ,Czechia,2001,,,,348.8,,,WAT007 2000-2022
EU,CZ,Czechia,2002,,,,339.1,,,WAT007 2000-2022
EU,CZ,Czechia,2003,,,,346.4,,,WAT007 2000-2022
EU,CZ,Czechia,2004,,,,325,,,WAT007 2000-2022
EU,CZ,Czechia,2005,,,,309.7,,,WAT007 2000-2022
EU,CZ,Czechia,2006,,,,314.1,,,WAT007 2000-2022
EU,CZ,Czechia,2007,,,,303.8,,,WAT007 2000-2022
