Downloaded from: https://www.eea.europa.eu/en/analysis/indicators/water-abstraction-by-source-and/water-abstraction-by-economic-sector

Publisher ,European Environment Agency,EEA

Sources ,https://www.eea.europa.eu/en/datahub/datahubitem-view/a4324714-784a-4763-b8b9-b8939ead87fe?activeAccordion=1092906,European Environment Agency (EEA),"Waterbase - Water Quantity, 2023"
 ,https://ec.europa.eu/eurostat/databrowser/view/env_wat_abs/default/table?lang=en&category=env.env_wat.env_nwat,Eurostat - Statistical Office of the European Union (ESTAT),Annual freshwater abstraction by source and sector

Geographical coverage ,"Cyprus, Portugal, Spain, Malta, Denmark, Iceland, Switzerland, Sweden, Netherlands, Austria, Belgium, Germany, Luxembourg, Ireland, Türkiye, France, Liechtenstein, Slovakia, Czechia, Norway, Italy, Slovenia, Montenegro, Croatia, Bosnia and Herzegovina, Greece, Estonia, Latvia, Lithuania, Serbia, Finland, North Macedonia, Hungary, Bulgaria, Albania, Poland, Romania, Kosovo (UNSCR 1244/99)"

Temporal coverage ,"2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"

EIONET,countryCode,Country,phenomenonTimePeriod_year,Agriculture_Million m3,Construction_Million m3,Electricity cooling_Million m3,Manufacturing_Million m3,Mining and Quarrying_Million m3,Public water supply_Million m3,dataSource

EU,LU,Luxembourg,2000,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2001,0.5,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2002,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2003,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2004,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2005,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2006,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2007,0.5,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2008,0.5,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2009,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2010,0.3,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2011,0.7,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2012,0.4,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2013,0.5,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2014,0.5,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2015,0.9,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2016,0.5,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2017,0.5,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2018,0.7,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2019,1,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2020,0.8,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2021,0.6,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2022,0.7,,,,,,WAT007 2000-2022
EU,LU,Luxembourg,2023,0.5,,,,,,ESTAT env_wat_a
EU,LU,Luxembourg,2000,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2001,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2002,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2003,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2004,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2005,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2006,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2007,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2008,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2009,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2010,,,,,0,,WAT007 2000-2022
EU,LU,Luxembourg,2011,,,,,0,,WAT007 2000-2022
