Downloaded from: https://www.eea.europa.eu/en/analysis/indicators/water-abstraction-by-source-and/water-abstraction-by-economic-sector

Publisher ,European Environment Agency,EEA

Sources ,https://www.eea.europa.eu/en/datahub/datahubitem-view/a4324714-784a-4763-b8b9-b8939ead87fe?activeAccordion=1092906,European Environment Agency (EEA),"Waterbase - Water Quantity, 2023"
 ,https://ec.europa.eu/eurostat/databrowser/view/env_wat_abs/default/table?lang=en&category=env.env_wat.env_nwat,Eurostat - Statistical Office of the European Union (ESTAT),Annual freshwater abstraction by source and sector

Geographical coverage ,"Cyprus, Portugal, Spain, Malta, Denmark, Iceland, Switzerland, Sweden, Netherlands, Austria, Belgium, Germany, Luxembourg, Ireland, Türkiye, France, Liechtenstein, Slovakia, Czechia, Norway, Italy, Slovenia, Montenegro, Croatia, Bosnia and Herzegovina, Greece, Estonia, Latvia, Lithuania, Serbia, Finland, North Macedonia, Hungary, Bulgaria, Albania, Poland, Romania, Kosovo (UNSCR 1244/99)"

Temporal coverage ,"2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"

EIONET,countryCode,Country,phenomenonTimePeriod_year,Agriculture_Million m3,Construction_Million m3,Electricity cooling_Million m3,Manufacturing_Million m3,Mining and Quarrying_Million m3,Public water supply_Million m3,dataSource

EU,EE,Estonia,2000,45.5,,,,,,WAT007 2000-2022
EU,EE,Estonia,2001,48.4,,,,,,WAT007 2000-2022
EU,EE,Estonia,2002,36.2,,,,,,WAT007 2000-2022
EU,EE,Estonia,2003,57.5,,,,,,WAT007 2000-2022
EU,EE,Estonia,2004,79.1,,,,,,WAT007 2000-2022
EU,EE,Estonia,2005,17.7,,,,,,WAT007 2000-2022
EU,EE,Estonia,2006,14,,,,,,WAT007 2000-2022
EU,EE,Estonia,2007,13.6,,,,,,WAT007 2000-2022
EU,EE,Estonia,2008,13.6,,,,,,WAT007 2000-2022
EU,EE,Estonia,2009,5.4,,,,,,WAT007 2000-2022
EU,EE,Estonia,2010,5.3,,,,,,WAT007 2000-2022
EU,EE,Estonia,2011,5.2,,,,,,WAT007 2000-2022
EU,EE,Estonia,2012,5.6,,,,,,WAT007 2000-2022
EU,EE,Estonia,2013,4.4,,,,,,WAT007 2000-2022
EU,EE,Estonia,2014,4.8,,,,,,WAT007 2000-2022
EU,EE,Estonia,2015,4.6,,,,,,WAT007 2000-2022
EU,EE,Estonia,2016,4.9,,,,,,WAT007 2000-2022
EU,EE,Estonia,2017,5.1,,,,,,WAT007 2000-2022
EU,EE,Estonia,2018,5.2,,,,,,WAT007 2000-2022
EU,EE,Estonia,2019,6.7,,,,,,WAT007 2000-2022
EU,EE,Estonia,2020,6.5,,,,,,WAT007 2000-2022
EU,EE,Estonia,2021,6.9,,,,,,WAT007 2000-2022
EU,EE,Estonia,2022,6.9,,,,,,WAT007 2000-2022
EU,EE,Estonia,2023,5.1,,,,,,ESTAT env_wat_a
EU,EE,Estonia,2000,,,,,198,,WAT007 2000-2022
EU,EE,Estonia,2001,,,,,217,,WAT007 2000-2022
EU,EE,Estonia,2002,,,,,183,,WAT007 2000-2022
EU,EE,Estonia,2003,,,,,215,,WAT007 2000-2022
EU,EE,Estonia,2004,,,,,259,,WAT007 2000-2022
EU,EE,Estonia,2005,,,,,223.4,,WAT007 2000-2022
EU,EE,Estonia,2006,,,,,187.6,,WAT007 2000-2022
EU,EE,Estonia,2007,,,,,196.6,,WAT007 2000-2022
EU,EE,Estonia,2008,,,,,281.8,,WAT007 2000-2022
EU,EE,Estonia,2009,,,,,275.2,,WAT007 2000-2022
EU,EE,Estonia,2010,,,,,0,,WAT007 2000-2022
EU,EE,Estonia,2011,,,,,84.2,,WAT007 2000-2022
EU,EE,Estonia,2012,,,,,454,,WAT007 2000-2022
EU,EE,Estonia,2013,,,,,0,,WAT007 2000-2022
EU,EE,Estonia,2014,,,,,0,,WAT007 2000-2022
EU,EE,Estonia,2015,,,,,0,,WAT007 2000-2022
EU,EE,Estonia,2016,,,,,0,,WAT007 2000-2022
EU,EE,Estonia,2017,,,,,0,,WAT007 2000-2022
EU,EE,Estonia,2018,,,,,0,,WAT007 2000-2022
EU,EE,Estonia,2019,,,,,170.3,,WAT007 2000-2022
EU,EE,Estonia,2020,,,,,164.1,,WAT007 2000-2022
EU,EE,Estonia,2021,,,,,176.1,,WAT007 2000-2022
EU,EE,Estonia,2022,,,,,179.9,,WAT007 2000-2022
EU,EE,Estonia,2023,,,,,159.7,,ESTAT env_wat_a
EU,EE,Estonia,2000,,,,27.4,,,WAT007 2000-2022
EU,EE,Estonia,2001,,,,22.8,,,WAT007 2000-2022
EU,EE,Estonia,2002,,,,25.9,,,WAT007 2000-2022
EU,EE,Estonia,2003,,,,25.6,,,WAT007 2000-2022
EU,EE,Estonia,2004,,,,23.3,,,WAT007 2000-2022
EU,EE,Estonia,2005,,,,31.9,,,WAT007 2000-2022
EU,EE,Estonia,2006,,,,40.8,,,WAT007 2000-2022
EU,EE,Estonia,2007,,,,39.5,,,WAT007 2000-2022
EU,EE,Estonia,2008,,,,27,,,WAT007 2000-2022
EU,EE,Estonia,2009,,,,21,,,WAT007 2000-2022
EU,EE,Estonia,2010,,,,23.1,,,WAT007 2000-2022
EU,EE,Estonia,2011,,,,19.1,,,WAT007 2000-2022
EU,EE,Estonia,2012,,,,23,,,WAT007 2000-2022
EU,EE,Estonia,2013,,,,35.9,,,WAT007 2000-2022
EU,EE,Estonia,2014,,,,25.4,,,WAT007 2000-2022
EU,EE,Estonia,2015,,,,36.2,,,WAT007 2000-2022
EU,EE,Estonia,2016,,,,36.5,,,WAT007 2000-2022
EU,EE,Estonia,2017,,,,38.2,,,WAT007 2000-2022
EU,EE,Estonia,2018,,,,38.1,,,WAT007 2000-2022
EU,EE,Estonia,2019,,,,68.8,,,WAT007 2000-2022
EU,EE,Estonia,2020,,,,68.4,,,WAT007 2000-2022
EU,EE,Estonia,2021,,,,66.1,,,WAT007 2000-2022
EU,EE,Estonia,2022,,,,61,,,WAT007 2000-2022
EU,EE,Estonia,2023,,,,68.3,,,ESTAT env_wat_a
EU,EE,Estonia,2000,,,1116.2,,,,WAT007 2000-2022
EU,EE,Estonia,2001,,,1097.7,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2002,,,1090.7,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2003,,,1358.7,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2004,,,1378.1,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2005,,,1364.9,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2006,,,1301.6,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2007,,,1630.4,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2008,,,1415.1,,,,WAT007 2000-2022
EU,EE,Estonia,2009,,,1012.2,,,,WAT007 2000-2022
EU,EE,Estonia,2010,,,1496.2,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2011,,,1528.1,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2012,,,1307.3,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2013,,,1480.7,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2014,,,1460.3,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2015,,,1329.7,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2016,,,1516.8,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2017,,,1454.5,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2018,,,1306.8,,,,EEA estimate based on ESTAT Ind_peh and Ind_pehcf;WAT007 2000-2022
EU,EE,Estonia,2019,,,684.3,,,,WAT007 2000-2022
EU,EE,Estonia,2020,,,547.8,,,,WAT007 2000-2022
EU,EE,Estonia,2021,,,681.7,,,,WAT007 2000-2022
EU,EE,Estonia,2022,,,890.4,,,,WAT007 2000-2022
EU,EE,Estonia,2023,,,491.5,,,,ESTAT env_wat_a
EU,EE,Estonia,2000,,,,,,71.4,WAT007 2000-2022
EU,EE,Estonia,2001,,,,,,66.5,WAT007 2000-2022
EU,EE,Estonia,2002,,,,,,71.3,WAT007 2000-2022
EU,EE,Estonia,2003,,,,,,69.7,WAT007 2000-2022
EU,EE,Estonia,2004,,,,,,66.1,WAT007 2000-2022
EU,EE,Estonia,2005,,,,,,54,WAT007 2000-2022
EU,EE,Estonia,2006,,,,,,46.6,WAT007 2000-2022
EU,EE,Estonia,2007,,,,,,47.8,WAT007 2000-2022
EU,EE,Estonia,2008,,,,,,58.5,WAT007 2000-2022
EU,EE,Estonia,2009,,,,,,63,WAT007 2000-2022
EU,EE,Estonia,2010,,,,,,67.5,WAT007 2000-2022
EU,EE,Estonia,2011,,,,,,58.3,WAT007 2000-2022
EU,EE,Estonia,2012,,,,,,60.3,WAT007 2000-2022
EU,EE,Estonia,2013,,,,,,60.5,WAT007 2000-2022
EU,EE,Estonia,2014,,,,,,61.1,WAT007 2000-2022
EU,EE,Estonia,2015,,,,,,49.2,WAT007 2000-2022
EU,EE,Estonia,2016,,,,,,60.3,WAT007 2000-2022
EU,EE,Estonia,2017,,,,,,58.8,WAT007 2000-2022
EU,EE,Estonia,2018,,,,,,57.2,WAT007 2000-2022
EU,EE,Estonia,2019,,,,,,60.8,WAT007 2000-2022
EU,EE,Estonia,2020,,,,,,61,WAT007 2000-2022
EU,EE,Estonia,2021,,,,,,62.6,WAT007 2000-2022
EU,EE,Estonia,2022,,,,,,65,WAT007 2000-2022
EU,EE,Estonia,2023,,,,,,64.3,ESTAT env_wat_a
EU,EE,Estonia,2009,,1.2,,,,,WAT007 2000-2022
EU,EE,Estonia,2019,,0.2,,,,,WAT007 2000-2022
EU,EE,Estonia,2020,,0.1,,,,,WAT007 2000-2022
EU,EE,Estonia,2021,,0.1,,,,,WAT007 2000-2022
EU,EE,Estonia,2022,,0.1,,,,,WAT007 2000-2022
EU,EE,Estonia,2023,,0.1,,,,,ESTAT env_wat_a

